Rk,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
1512,11/28/16,CHO,@,MEM,4th,08:25.0,CHO up 17 (84-67),J. Lamb makes free throw 2 of 2,CHO up 18 (85-67)
1513,11/28/16,CHO,@,MEM,4th,08:25.0,CHO up 16 (83-67),J. Lamb makes free throw 1 of 2,CHO up 17 (84-67)
1514,11/28/16,CHO,@,MEM,4th,11:11.0,CHO up 18 (81-63),R. Hibbert misses free throw 2 of 2,CHO up 18 (81-63)
1515,11/28/16,CHO,@,MEM,4th,11:11.0,CHO up 18 (81-63),R. Hibbert misses free throw 1 of 2,CHO up 18 (81-63)
1516,11/28/16,CHO,@,MEM,3rd,00:05.0,CHO up 20 (80-60),M. Belinelli makes technical free throw,CHO up 21 (81-60)
1517,11/28/16,CHO,@,MEM,3rd,02:02.0,CHO up 18 (75-57),S. Hawes makes free throw 2 of 2,CHO up 19 (76-57)
1518,11/28/16,CHO,@,MEM,3rd,02:02.0,CHO up 17 (74-57),S. Hawes makes free throw 1 of 2,CHO up 18 (75-57)
1519,11/28/16,CHO,@,MEM,3rd,02:29.0,CHO up 14 (71-57),M. Belinelli makes technical free throw,CHO up 15 (72-57)
1520,11/28/16,CHO,@,MEM,3rd,03:16.0,CHO up 16 (71-55),J. Lamb misses free throw 1 of 1,CHO up 16 (71-55)
1521,11/28/16,CHO,@,MEM,3rd,08:49.0,CHO up 12 (60-48),K. Walker makes free throw 2 of 2,CHO up 13 (61-48)
1522,11/28/16,CHO,@,MEM,3rd,08:49.0,CHO up 11 (59-48),K. Walker makes free throw 1 of 2,CHO up 12 (60-48)
1523,11/28/16,CHO,@,MEM,3rd,09:13.0,CHO up 12 (58-46),N. Batum makes technical free throw,CHO up 13 (59-46)
1524,11/28/16,CHO,@,MEM,2nd,02:11.0,CHO up 12 (47-35),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 13 (48-35)
1525,11/28/16,CHO,@,MEM,2nd,02:11.0,CHO up 11 (46-35),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 12 (47-35)
1526,11/28/16,CHO,@,MEM,2nd,02:40.0,CHO up 10 (45-35),N. Batum makes free throw 3 of 3,CHO up 11 (46-35)
1527,11/28/16,CHO,@,MEM,2nd,02:40.0,CHO up 9 (44-35),N. Batum makes free throw 2 of 3,CHO up 10 (45-35)
1528,11/28/16,CHO,@,MEM,2nd,02:40.0,CHO up 8 (43-35),N. Batum makes free throw 1 of 3,CHO up 9 (44-35)
1529,11/28/16,CHO,@,MEM,2nd,03:47.0,CHO up 5 (40-35),F. Kaminsky makes free throw 2 of 2,CHO up 6 (41-35)
1530,11/28/16,CHO,@,MEM,2nd,03:47.0,CHO up 4 (39-35),F. Kaminsky makes free throw 1 of 2,CHO up 5 (40-35)
1531,11/28/16,CHO,@,MEM,2nd,08:04.0,CHO tied (30-30),J. Lamb makes free throw 2 of 2,CHO up 1 (31-30)
1532,11/28/16,CHO,@,MEM,2nd,08:04.0,CHO down 1 (29-30),J. Lamb makes free throw 1 of 2,CHO tied (30-30)
1533,11/28/16,CHO,@,MEM,2nd,08:14.0,CHO down 2 (28-30),R. Sessions makes free throw 1 of 1,CHO down 1 (29-30)
1534,11/28/16,CHO,@,MEM,2nd,09:43.0,CHO down 3 (25-28),J. Lamb makes free throw 2 of 2,CHO down 2 (26-28)
1535,11/28/16,CHO,@,MEM,2nd,09:43.0,CHO down 3 (25-28),J. Lamb misses free throw 1 of 2,CHO down 3 (25-28)
1536,11/28/16,CHO,@,MEM,1st,03:05.0,CHO up 1 (19-18),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 1 (19-18)
1537,11/28/16,CHO,@,MEM,1st,03:05.0,CHO up 1 (19-18),M. Kidd-Gilchrist misses free throw 1 of 2,CHO up 1 (19-18)
1538,11/26/16,CHO,,NYK,4th,00:01.0,CHO up 4 (106-102),K. Walker makes free throw 2 of 2,CHO up 5 (107-102)
1539,11/26/16,CHO,,NYK,4th,00:01.0,CHO up 4 (106-102),K. Walker misses free throw 1 of 2,CHO up 4 (106-102)
1540,11/26/16,CHO,,NYK,4th,00:10.0,CHO up 3 (105-102),J. Lamb makes free throw 2 of 2,CHO up 4 (106-102)
1541,11/26/16,CHO,,NYK,4th,00:10.0,CHO up 3 (105-102),J. Lamb misses free throw 1 of 2,CHO up 3 (105-102)
1542,11/26/16,CHO,,NYK,4th,00:21.0,CHO up 5 (104-99),K. Walker makes free throw 2 of 2,CHO up 6 (105-99)
1543,11/26/16,CHO,,NYK,4th,00:21.0,CHO up 4 (103-99),K. Walker makes free throw 1 of 2,CHO up 5 (104-99)
1544,11/26/16,CHO,,NYK,4th,01:32.0,CHO up 5 (100-95),C. Zeller makes free throw 2 of 2,CHO up 6 (101-95)
1545,11/26/16,CHO,,NYK,4th,01:32.0,CHO up 5 (100-95),C. Zeller misses free throw 1 of 2,CHO up 5 (100-95)
1546,11/26/16,CHO,,NYK,4th,04:51.0,CHO up 2 (89-87),C. Zeller makes free throw 2 of 2,CHO up 3 (90-87)
1547,11/26/16,CHO,,NYK,4th,04:51.0,CHO up 2 (89-87),C. Zeller misses free throw 1 of 2,CHO up 2 (89-87)
1548,11/26/16,CHO,,NYK,4th,05:18.0,CHO up 1 (88-87),R. Sessions makes free throw 2 of 2,CHO up 2 (89-87)
1549,11/26/16,CHO,,NYK,4th,05:18.0,CHO up 1 (88-87),R. Sessions misses free throw 1 of 2,CHO up 1 (88-87)
1550,11/26/16,CHO,,NYK,4th,05:59.0,CHO tied (87-87),K. Walker makes free throw 2 of 2,CHO up 1 (88-87)
1551,11/26/16,CHO,,NYK,4th,05:59.0,CHO tied (87-87),K. Walker misses free throw 1 of 2,CHO tied (87-87)
1552,11/26/16,CHO,,NYK,4th,09:34.0,CHO up 3 (79-76),R. Sessions makes free throw 1 of 1,CHO up 4 (80-76)
1553,11/26/16,CHO,,NYK,3rd,00:36.0,CHO up 3 (74-71),R. Hibbert makes free throw 2 of 2,CHO up 4 (75-71)
1554,11/26/16,CHO,,NYK,3rd,00:36.0,CHO up 2 (73-71),R. Hibbert makes free throw 1 of 2,CHO up 3 (74-71)
1555,11/26/16,CHO,,NYK,3rd,04:23.0,CHO up 6 (69-63),C. Zeller misses free throw 2 of 2,CHO up 6 (69-63)
1556,11/26/16,CHO,,NYK,3rd,04:23.0,CHO up 5 (68-63),C. Zeller makes free throw 1 of 2,CHO up 6 (69-63)
1557,11/26/16,CHO,,NYK,3rd,06:40.0,CHO up 5 (63-58),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 6 (64-58)
1558,11/26/16,CHO,,NYK,3rd,06:40.0,CHO up 4 (62-58),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 5 (63-58)
1559,11/26/16,CHO,,NYK,3rd,07:24.0,CHO up 5 (61-56),C. Zeller makes free throw 2 of 2,CHO up 6 (62-56)
1560,11/26/16,CHO,,NYK,3rd,07:24.0,CHO up 5 (61-56),C. Zeller misses free throw 1 of 2,CHO up 5 (61-56)
1561,11/26/16,CHO,,NYK,3rd,09:21.0,CHO up 6 (59-53),C. Zeller misses free throw 2 of 2,CHO up 6 (59-53)
1562,11/26/16,CHO,,NYK,3rd,09:21.0,CHO up 5 (58-53),C. Zeller makes free throw 1 of 2,CHO up 6 (59-53)
1563,11/26/16,CHO,,NYK,2nd,06:27.0,CHO up 9 (44-35),K. Walker makes free throw 2 of 2,CHO up 10 (45-35)
1564,11/26/16,CHO,,NYK,2nd,06:27.0,CHO up 9 (44-35),K. Walker misses free throw 1 of 2,CHO up 9 (44-35)
1565,11/26/16,CHO,,NYK,2nd,07:20.0,CHO up 12 (43-31),K. Walker makes free throw 2 of 2,CHO up 13 (44-31)
1566,11/26/16,CHO,,NYK,2nd,07:20.0,CHO up 11 (42-31),K. Walker makes free throw 1 of 2,CHO up 12 (43-31)
1567,11/26/16,CHO,,NYK,2nd,09:57.0,CHO up 13 (39-26),R. Sessions makes free throw 2 of 2,CHO up 14 (40-26)
1568,11/26/16,CHO,,NYK,2nd,09:57.0,CHO up 13 (39-26),R. Sessions misses free throw 1 of 2,CHO up 13 (39-26)
1569,11/26/16,CHO,,NYK,2nd,10:48.0,CHO up 16 (38-22),R. Sessions makes free throw 2 of 2,CHO up 17 (39-22)
1570,11/26/16,CHO,,NYK,2nd,10:48.0,CHO up 16 (38-22),R. Sessions misses free throw 1 of 2,CHO up 16 (38-22)
1571,11/26/16,CHO,,NYK,1st,01:40.0,CHO up 19 (32-13),R. Hibbert makes free throw 2 of 2,CHO up 20 (33-13)
1572,11/26/16,CHO,,NYK,1st,01:40.0,CHO up 18 (31-13),R. Hibbert makes free throw 1 of 2,CHO up 19 (32-13)
1573,11/26/16,CHO,,NYK,1st,05:12.0,CHO up 16 (23-7),F. Kaminsky makes free throw 2 of 2,CHO up 17 (24-7)
1574,11/26/16,CHO,,NYK,1st,05:12.0,CHO up 15 (22-7),F. Kaminsky makes free throw 1 of 2,CHO up 16 (23-7)
1575,11/26/16,CHO,,NYK,1st,06:25.0,CHO up 14 (21-7),K. Walker makes free throw 1 of 1,CHO up 15 (22-7)
1576,11/26/16,CHO,,NYK,1st,08:28.0,CHO up 13 (15-2),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 13 (15-2)
1577,11/26/16,CHO,,NYK,1st,08:28.0,CHO up 12 (14-2),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 13 (15-2)
1578,11/26/16,CHO,,NYK,1st,11:50.0,CHO up 1 (1-0),C. Zeller makes free throw 2 of 2,CHO up 2 (2-0)
1579,11/26/16,CHO,,NYK,1st,11:50.0,CHO tied (0-0),C. Zeller makes free throw 1 of 2,CHO up 1 (1-0)
1580,11/25/16,CHO,@,NYK,OT,01:02.0,CHO tied (108-108),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 1 (109-108)
1581,11/25/16,CHO,@,NYK,4th,00:20.0,CHO down 1 (103-104),K. Walker makes free throw 1 of 1,CHO tied (104-104)
1582,11/25/16,CHO,@,NYK,4th,05:02.0,CHO up 1 (90-89),F. Kaminsky makes free throw 2 of 2,CHO up 2 (91-89)
1583,11/25/16,CHO,@,NYK,4th,05:02.0,CHO tied (89-89),F. Kaminsky makes free throw 1 of 2,CHO up 1 (90-89)
1584,11/25/16,CHO,@,NYK,4th,09:26.0,CHO down 3 (79-82),R. Hibbert makes free throw 2 of 2,CHO down 2 (80-82)
1585,11/25/16,CHO,@,NYK,4th,09:26.0,CHO down 4 (78-82),R. Hibbert makes free throw 1 of 2,CHO down 3 (79-82)
1586,11/25/16,CHO,@,NYK,4th,10:55.0,CHO down 5 (74-79),N. Batum misses free throw 2 of 2,CHO down 5 (74-79)
1587,11/25/16,CHO,@,NYK,4th,10:55.0,CHO down 5 (74-79),N. Batum misses free throw 1 of 2,CHO down 5 (74-79)
1588,11/25/16,CHO,@,NYK,3rd,02:05.0,CHO down 2 (73-75),F. Kaminsky makes free throw 2 of 2,CHO down 1 (74-75)
1589,11/25/16,CHO,@,NYK,3rd,02:05.0,CHO down 3 (72-75),F. Kaminsky makes free throw 1 of 2,CHO down 2 (73-75)
1590,11/25/16,CHO,@,NYK,3rd,06:15.0,CHO up 10 (70-60),K. Walker misses technical free throw,CHO up 10 (70-60)
1591,11/25/16,CHO,@,NYK,3rd,07:00.0,CHO up 13 (70-57),M. Kidd-Gilchrist misses free throw 1 of 1,CHO up 13 (70-57)
1592,11/25/16,CHO,@,NYK,3rd,09:20.0,CHO up 7 (63-56),K. Walker makes free throw 2 of 2,CHO up 8 (64-56)
1593,11/25/16,CHO,@,NYK,3rd,09:20.0,CHO up 6 (62-56),K. Walker makes free throw 1 of 2,CHO up 7 (63-56)
1594,11/25/16,CHO,@,NYK,3rd,11:04.0,CHO up 6 (58-52),N. Batum misses technical free throw,CHO up 6 (58-52)
1595,11/25/16,CHO,@,NYK,2nd,04:10.0,CHO up 7 (50-43),M. Williams makes free throw 1 of 1,CHO up 8 (51-43)
1596,11/25/16,CHO,@,NYK,2nd,04:57.0,CHO up 5 (48-43),C. Zeller misses free throw 2 of 2,CHO up 5 (48-43)
1597,11/25/16,CHO,@,NYK,2nd,04:57.0,CHO up 4 (47-43),C. Zeller makes free throw 1 of 2,CHO up 5 (48-43)
1598,11/25/16,CHO,@,NYK,2nd,05:21.0,CHO up 4 (47-43),K. Walker misses free throw 1 of 1,CHO up 4 (47-43)
1599,11/25/16,CHO,@,NYK,2nd,05:36.0,CHO up 2 (45-43),C. Zeller misses free throw 2 of 2,CHO up 2 (45-43)
1600,11/25/16,CHO,@,NYK,2nd,05:36.0,CHO up 2 (45-43),C. Zeller misses free throw 1 of 2,CHO up 2 (45-43)
1601,11/25/16,CHO,@,NYK,2nd,06:48.0,CHO up 1 (42-41),N. Batum makes free throw 2 of 2,CHO up 2 (43-41)
1602,11/25/16,CHO,@,NYK,2nd,06:48.0,CHO tied (41-41),N. Batum makes free throw 1 of 2,CHO up 1 (42-41)
1603,11/25/16,CHO,@,NYK,2nd,10:20.0,CHO tied (32-32),F. Kaminsky makes free throw 2 of 2,CHO up 1 (33-32)
1604,11/25/16,CHO,@,NYK,2nd,10:20.0,CHO down 1 (31-32),F. Kaminsky makes free throw 1 of 2,CHO tied (32-32)
1605,11/25/16,CHO,@,NYK,1st,01:25.0,CHO down 1 (25-26),R. Sessions misses free throw 1 of 1,CHO down 1 (25-26)
1606,11/25/16,CHO,@,NYK,1st,05:21.0,CHO down 4 (10-14),N. Batum makes free throw 1 of 1,CHO down 3 (11-14)
1607,11/23/16,CHO,,SAS,4th,01:15.0,CHO down 4 (107-111),K. Walker makes free throw 1 of 1,CHO down 3 (108-111)
1608,11/23/16,CHO,,SAS,4th,07:01.0,CHO down 1 (92-93),M. Belinelli misses free throw 2 of 2,CHO down 1 (92-93)
1609,11/23/16,CHO,,SAS,4th,07:01.0,CHO down 2 (91-93),M. Belinelli makes free throw 1 of 2,CHO down 1 (92-93)
1610,11/23/16,CHO,,SAS,4th,11:02.0,CHO up 2 (86-84),S. Hawes makes free throw 2 of 2,CHO up 3 (87-84)
1611,11/23/16,CHO,,SAS,4th,11:02.0,CHO up 1 (85-84),S. Hawes makes free throw 1 of 2,CHO up 2 (86-84)
1612,11/23/16,CHO,,SAS,4th,11:33.0,CHO tied (84-84),S. Hawes makes free throw 2 of 2,CHO up 1 (85-84)
1613,11/23/16,CHO,,SAS,4th,11:33.0,CHO tied (84-84),S. Hawes misses free throw 1 of 2,CHO tied (84-84)
1614,11/23/16,CHO,,SAS,3rd,01:24.0,CHO down 5 (79-84),F. Kaminsky makes free throw 2 of 2,CHO down 4 (80-84)
1615,11/23/16,CHO,,SAS,3rd,01:24.0,CHO down 6 (78-84),F. Kaminsky makes free throw 1 of 2,CHO down 5 (79-84)
1616,11/23/16,CHO,,SAS,3rd,02:29.0,CHO down 6 (76-82),F. Kaminsky misses free throw 2 of 2,CHO down 6 (76-82)
1617,11/23/16,CHO,,SAS,3rd,02:29.0,CHO down 6 (76-82),F. Kaminsky misses free throw 1 of 2,CHO down 6 (76-82)
1618,11/23/16,CHO,,SAS,3rd,04:25.0,CHO down 2 (73-75),M. Kidd-Gilchrist misses free throw 1 of 1,CHO down 2 (73-75)
1619,11/23/16,CHO,,SAS,3rd,09:54.0,CHO tied (64-64),R. Hibbert makes free throw 2 of 2,CHO up 1 (65-64)
1620,11/23/16,CHO,,SAS,3rd,09:54.0,CHO down 1 (63-64),R. Hibbert makes free throw 1 of 2,CHO tied (64-64)
1621,11/23/16,CHO,,SAS,2nd,01:32.0,CHO tied (57-57),N. Batum makes free throw 1 of 1,CHO up 1 (58-57)
1622,11/23/16,CHO,,SAS,2nd,03:15.0,CHO up 2 (52-50),K. Walker makes free throw 2 of 2,CHO up 3 (53-50)
1623,11/23/16,CHO,,SAS,2nd,03:15.0,CHO up 1 (51-50),K. Walker makes free throw 1 of 2,CHO up 2 (52-50)
1624,11/23/16,CHO,,SAS,2nd,04:21.0,CHO up 2 (50-48),K. Walker makes free throw 1 of 1,CHO up 3 (51-48)
1625,11/21/16,CHO,,MEM,4th,01:35.0,CHO down 16 (89-105),B. Roberts makes free throw 2 of 2,CHO down 15 (90-105)
1626,11/21/16,CHO,,MEM,4th,01:35.0,CHO down 16 (89-105),B. Roberts misses free throw 1 of 2,CHO down 16 (89-105)
1627,11/21/16,CHO,,MEM,4th,03:14.0,CHO down 17 (85-102),F. Kaminsky makes free throw 2 of 2,CHO down 16 (86-102)
1628,11/21/16,CHO,,MEM,4th,03:14.0,CHO down 17 (85-102),F. Kaminsky misses free throw 1 of 2,CHO down 17 (85-102)
1629,11/21/16,CHO,,MEM,4th,06:41.0,CHO down 11 (80-91),M. Belinelli makes free throw 2 of 2,CHO down 10 (81-91)
1630,11/21/16,CHO,,MEM,4th,06:41.0,CHO down 12 (79-91),M. Belinelli makes free throw 1 of 2,CHO down 11 (80-91)
1631,11/21/16,CHO,,MEM,4th,07:55.0,CHO down 13 (78-91),M. Belinelli makes free throw 2 of 2,CHO down 12 (79-91)
1632,11/21/16,CHO,,MEM,4th,07:55.0,CHO down 13 (78-91),M. Belinelli misses free throw 1 of 2,CHO down 13 (78-91)
1633,11/21/16,CHO,,MEM,4th,08:59.0,CHO down 11 (78-89),M. Kidd-Gilchrist misses free throw 2 of 2,CHO down 11 (78-89)
1634,11/21/16,CHO,,MEM,4th,08:59.0,CHO down 12 (77-89),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 11 (78-89)
1635,11/21/16,CHO,,MEM,3rd,00:21.0,CHO down 12 (70-82),F. Kaminsky makes free throw 1 of 1,CHO down 11 (71-82)
1636,11/21/16,CHO,,MEM,3rd,07:12.0,CHO down 23 (51-74),N. Batum makes free throw 3 of 3,CHO down 22 (52-74)
1637,11/21/16,CHO,,MEM,3rd,07:12.0,CHO down 24 (50-74),N. Batum makes free throw 2 of 3,CHO down 23 (51-74)
1638,11/21/16,CHO,,MEM,3rd,07:12.0,CHO down 24 (50-74),N. Batum misses free throw 1 of 3,CHO down 24 (50-74)
1639,11/21/16,CHO,,MEM,3rd,07:48.0,CHO down 22 (50-72),M. Kidd-Gilchrist misses free throw 2 of 2,CHO down 22 (50-72)
1640,11/21/16,CHO,,MEM,3rd,07:48.0,CHO down 22 (50-72),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 22 (50-72)
1641,11/21/16,CHO,,MEM,3rd,09:42.0,CHO down 25 (46-71),K. Walker makes free throw 2 of 2,CHO down 24 (47-71)
1642,11/21/16,CHO,,MEM,3rd,09:42.0,CHO down 26 (45-71),K. Walker makes free throw 1 of 2,CHO down 25 (46-71)
1643,11/21/16,CHO,,MEM,2nd,00:12.0,CHO down 22 (44-66),K. Walker makes free throw 2 of 2,CHO down 21 (45-66)
1644,11/21/16,CHO,,MEM,2nd,00:12.0,CHO down 22 (44-66),K. Walker misses free throw 1 of 2,CHO down 22 (44-66)
1645,11/21/16,CHO,,MEM,2nd,06:53.0,CHO down 9 (35-44),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 8 (36-44)
1646,11/21/16,CHO,,MEM,2nd,10:00.0,CHO down 9 (30-39),M. Belinelli makes free throw 2 of 2,CHO down 8 (31-39)
1647,11/21/16,CHO,,MEM,2nd,10:00.0,CHO down 10 (29-39),M. Belinelli makes free throw 1 of 2,CHO down 9 (30-39)
1648,11/21/16,CHO,,MEM,2nd,10:27.0,CHO down 9 (28-37),M. Belinelli makes free throw 1 of 1,CHO down 8 (29-37)
1649,11/21/16,CHO,,MEM,2nd,11:49.0,CHO down 10 (22-32),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 9 (23-32)
1650,11/21/16,CHO,,MEM,2nd,11:49.0,CHO down 10 (22-32),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 10 (22-32)
1651,11/21/16,CHO,,MEM,1st,00:35.0,CHO down 10 (22-32),R. Sessions misses free throw 2 of 2,CHO down 10 (22-32)
1652,11/21/16,CHO,,MEM,1st,00:35.0,CHO down 10 (22-32),R. Sessions misses free throw 1 of 2,CHO down 10 (22-32)
1653,11/21/16,CHO,,MEM,1st,04:04.0,CHO down 9 (13-22),N. Batum makes free throw 3 of 3,CHO down 8 (14-22)
1654,11/21/16,CHO,,MEM,1st,04:04.0,CHO down 10 (12-22),N. Batum makes free throw 2 of 3,CHO down 9 (13-22)
1655,11/21/16,CHO,,MEM,1st,04:04.0,CHO down 11 (11-22),N. Batum makes free throw 1 of 3,CHO down 10 (12-22)
1656,11/21/16,CHO,,MEM,1st,05:04.0,CHO down 11 (9-20),K. Walker misses free throw 2 of 2,CHO down 11 (9-20)
1657,11/21/16,CHO,,MEM,1st,05:04.0,CHO down 12 (8-20),K. Walker makes free throw 1 of 2,CHO down 11 (9-20)
1658,11/19/16,CHO,@,NOP,OT,00:32.0,CHO down 3 (115-118),N. Batum makes technical free throw,CHO down 2 (116-118)
1659,11/19/16,CHO,@,NOP,OT,00:43.0,CHO down 2 (114-116),N. Batum makes free throw 3 of 3,CHO down 1 (115-116)
1660,11/19/16,CHO,@,NOP,OT,00:43.0,CHO down 3 (113-116),N. Batum makes free throw 2 of 3,CHO down 2 (114-116)
1661,11/19/16,CHO,@,NOP,OT,00:43.0,CHO down 4 (112-116),N. Batum makes free throw 1 of 3,CHO down 3 (113-116)
1662,11/19/16,CHO,@,NOP,4th,01:51.0,CHO tied (105-105),K. Walker makes free throw 2 of 2,CHO up 1 (106-105)
1663,11/19/16,CHO,@,NOP,4th,01:51.0,CHO down 1 (104-105),K. Walker makes free throw 1 of 2,CHO tied (105-105)
1664,11/19/16,CHO,@,NOP,4th,02:49.0,CHO up 4 (104-100),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 4 (104-100)
1665,11/19/16,CHO,@,NOP,4th,02:49.0,CHO up 3 (103-100),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 4 (104-100)
1666,11/19/16,CHO,@,NOP,4th,04:45.0,CHO up 8 (102-94),M. Williams makes free throw 2 of 2,CHO up 9 (103-94)
1667,11/19/16,CHO,@,NOP,4th,04:45.0,CHO up 7 (101-94),M. Williams makes free throw 1 of 2,CHO up 8 (102-94)
1668,11/19/16,CHO,@,NOP,4th,04:45.0,CHO up 6 (100-94),N. Batum makes technical free throw,CHO up 7 (101-94)
1669,11/19/16,CHO,@,NOP,4th,11:12.0,CHO up 11 (88-77),R. Sessions misses free throw 2 of 2,CHO up 11 (88-77)
1670,11/19/16,CHO,@,NOP,4th,11:12.0,CHO up 11 (88-77),R. Sessions misses free throw 1 of 2,CHO up 11 (88-77)
1671,11/19/16,CHO,@,NOP,3rd,03:45.0,CHO up 10 (76-66),M. Belinelli makes free throw 2 of 2,CHO up 11 (77-66)
1672,11/19/16,CHO,@,NOP,3rd,03:45.0,CHO up 10 (76-66),M. Belinelli misses free throw 1 of 2,CHO up 10 (76-66)
1673,11/19/16,CHO,@,NOP,3rd,06:53.0,CHO up 8 (66-58),M. Williams makes free throw 2 of 2,CHO up 9 (67-58)
1674,11/19/16,CHO,@,NOP,3rd,06:53.0,CHO up 7 (65-58),M. Williams makes free throw 1 of 2,CHO up 8 (66-58)
1675,11/19/16,CHO,@,NOP,3rd,08:11.0,CHO up 6 (62-56),M. Williams makes free throw 2 of 2,CHO up 7 (63-56)
1676,11/19/16,CHO,@,NOP,3rd,08:11.0,CHO up 5 (61-56),M. Williams makes free throw 1 of 2,CHO up 6 (62-56)
1677,11/19/16,CHO,@,NOP,3rd,08:50.0,CHO up 6 (60-54),K. Walker makes free throw 1 of 1,CHO up 7 (61-54)
1678,11/19/16,CHO,@,NOP,3rd,10:46.0,CHO down 1 (50-51),M. Kidd-Gilchrist makes free throw 2 of 2,CHO tied (51-51)
1679,11/19/16,CHO,@,NOP,3rd,10:46.0,CHO down 2 (49-51),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 1 (50-51)
1680,11/19/16,CHO,@,NOP,2nd,00:45.0,CHO tied (45-45),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 1 (46-45)
1681,11/19/16,CHO,@,NOP,2nd,00:45.0,CHO tied (45-45),M. Kidd-Gilchrist misses free throw 1 of 2,CHO tied (45-45)
1682,11/19/16,CHO,@,NOP,2nd,11:08.0,CHO up 5 (26-21),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 5 (26-21)
1683,11/19/16,CHO,@,NOP,2nd,11:08.0,CHO up 4 (25-21),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 5 (26-21)
1684,11/19/16,CHO,@,NOP,1st,00:00.0,CHO up 2 (23-21),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 2 (23-21)
1685,11/19/16,CHO,@,NOP,1st,00:00.0,CHO up 1 (22-21),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 2 (23-21)
1686,11/18/16,CHO,,ATL,4th,00:39.0,CHO up 4 (100-96),C. Zeller misses free throw 1 of 1,CHO up 4 (100-96)
1687,11/18/16,CHO,,ATL,4th,01:01.0,CHO up 3 (97-94),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 4 (98-94)
1688,11/18/16,CHO,,ATL,4th,05:38.0,CHO down 2 (87-89),C. Zeller makes flagrant free throw 2 of 2,CHO down 1 (88-89)
1689,11/18/16,CHO,,ATL,4th,05:38.0,CHO down 3 (86-89),C. Zeller makes flagrant free throw 1 of 2,CHO down 2 (87-89)
1690,11/18/16,CHO,,ATL,4th,08:47.0,CHO down 8 (77-85),R. Hibbert makes free throw 2 of 2,CHO down 7 (78-85)
1691,11/18/16,CHO,,ATL,4th,08:47.0,CHO down 8 (77-85),R. Hibbert misses free throw 1 of 2,CHO down 8 (77-85)
1692,11/18/16,CHO,,ATL,3rd,01:34.0,CHO down 3 (74-77),N. Batum makes free throw 2 of 2,CHO down 2 (75-77)
1693,11/18/16,CHO,,ATL,3rd,01:34.0,CHO down 4 (73-77),N. Batum makes free throw 1 of 2,CHO down 3 (74-77)
1694,11/18/16,CHO,,ATL,3rd,02:13.0,CHO down 3 (72-75),K. Walker makes free throw 2 of 2,CHO down 2 (73-75)
1695,11/18/16,CHO,,ATL,3rd,02:13.0,CHO down 3 (72-75),K. Walker misses free throw 1 of 2,CHO down 3 (72-75)
1696,11/18/16,CHO,,ATL,3rd,04:31.0,CHO tied (65-65),N. Batum makes free throw 2 of 2,CHO up 1 (66-65)
1697,11/18/16,CHO,,ATL,3rd,04:31.0,CHO down 1 (64-65),N. Batum makes free throw 1 of 2,CHO tied (65-65)
1698,11/18/16,CHO,,ATL,3rd,06:34.0,CHO down 6 (57-63),K. Walker misses technical free throw,CHO down 6 (57-63)
1699,11/18/16,CHO,,ATL,3rd,06:34.0,CHO down 6 (57-63),K. Walker misses technical free throw,CHO down 6 (57-63)
1700,11/18/16,CHO,,ATL,2nd,01:17.0,CHO tied (45-45),C. Zeller misses free throw 2 of 2,CHO tied (45-45)
1701,11/18/16,CHO,,ATL,2nd,01:17.0,CHO down 1 (44-45),C. Zeller makes free throw 1 of 2,CHO tied (45-45)
1702,11/18/16,CHO,,ATL,2nd,07:31.0,CHO up 2 (37-35),M. Belinelli makes free throw 2 of 2,CHO up 3 (38-35)
1703,11/18/16,CHO,,ATL,2nd,07:31.0,CHO up 2 (37-35),M. Belinelli misses free throw 1 of 2,CHO up 2 (37-35)
1704,11/18/16,CHO,,ATL,2nd,10:31.0,CHO up 5 (33-28),R. Sessions misses free throw 2 of 2,CHO up 5 (33-28)
1705,11/18/16,CHO,,ATL,2nd,10:31.0,CHO up 4 (32-28),R. Sessions makes free throw 1 of 2,CHO up 5 (33-28)
1706,11/18/16,CHO,,ATL,1st,08:26.0,CHO up 4 (10-6),C. Zeller makes free throw 2 of 2,CHO up 5 (11-6)
