Rk,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
695,2/4/17,CHO,@,UTA,3rd,02:23.0,CHO up 3 (70-67),K. Walker makes free throw 1 of 3,CHO up 4 (71-67)
696,2/4/17,CHO,@,UTA,3rd,02:51.0,CHO up 2 (69-67),J. Lamb makes free throw 2 of 2,CHO up 3 (70-67)
697,2/4/17,CHO,@,UTA,3rd,02:51.0,CHO up 1 (68-67),J. Lamb makes free throw 1 of 2,CHO up 2 (69-67)
698,2/4/17,CHO,@,UTA,3rd,04:19.0,CHO tied (67-67),N. Batum makes free throw 2 of 2,CHO up 1 (68-67)
699,2/4/17,CHO,@,UTA,3rd,04:19.0,CHO down 1 (66-67),N. Batum makes free throw 1 of 2,CHO tied (67-67)
700,2/4/17,CHO,@,UTA,3rd,04:48.0,CHO tied (65-65),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 1 (66-65)
701,2/4/17,CHO,@,UTA,3rd,04:48.0,CHO tied (65-65),M. Kidd-Gilchrist misses free throw 1 of 2,CHO tied (65-65)
702,2/4/17,CHO,@,UTA,3rd,06:22.0,CHO down 1 (62-63),M. Williams makes free throw 2 of 2,CHO tied (63-63)
703,2/4/17,CHO,@,UTA,3rd,06:22.0,CHO down 2 (61-63),M. Williams makes free throw 1 of 2,CHO down 1 (62-63)
704,2/4/17,CHO,@,UTA,2nd,05:39.0,CHO tied (39-39),M. Belinelli makes free throw 2 of 2,CHO up 1 (40-39)
705,2/4/17,CHO,@,UTA,2nd,05:39.0,CHO down 1 (38-39),M. Belinelli makes free throw 1 of 2,CHO tied (39-39)
706,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
707,2/4/17,CHO,@,UTA,2nd,06:05.0,CHO up 1 (37-36),M. Williams makes free throw 2 of 2,CHO up 2 (38-36)
708,2/4/17,CHO,@,UTA,2nd,06:05.0,CHO up 1 (37-36),M. Williams misses free throw 1 of 2,CHO up 1 (37-36)
709,2/4/17,CHO,@,UTA,1st,04:00.0,CHO up 6 (19-13),J. Lamb makes free throw 2 of 2,CHO up 7 (20-13)
710,2/4/17,CHO,@,UTA,1st,04:00.0,CHO up 5 (18-13),J. Lamb makes free throw 1 of 2,CHO up 6 (19-13)
711,2/4/17,CHO,@,UTA,1st,05:35.0,CHO up 6 (18-12),J. Lamb misses free throw 1 of 1,CHO up 6 (18-12)
712,2/1/17,CHO,@,GSW,4th,00:44.0,CHO down 17 (107-124),B. Roberts makes free throw 2 of 2,CHO down 16 (108-124)
713,2/1/17,CHO,@,GSW,4th,00:44.0,CHO down 18 (106-124),B. Roberts makes free throw 1 of 2,CHO down 17 (107-124)
714,2/1/17,CHO,@,GSW,4th,03:20.0,CHO down 19 (103-122),C. Wood makes free throw 2 of 2,CHO down 18 (104-122)
715,2/1/17,CHO,@,GSW,4th,03:20.0,CHO down 20 (102-122),C. Wood makes free throw 1 of 2,CHO down 19 (103-122)
716,2/1/17,CHO,@,GSW,4th,03:52.0,CHO down 19 (101-120),T. Graham makes free throw 2 of 2,CHO down 18 (102-120)
717,2/1/17,CHO,@,GSW,4th,03:52.0,CHO down 20 (100-120),T. Graham makes free throw 1 of 2,CHO down 19 (101-120)
718,2/1/17,CHO,@,GSW,4th,04:43.0,CHO down 21 (99-120),M. Belinelli makes free throw 2 of 2,CHO down 20 (100-120)
719,2/1/17,CHO,@,GSW,4th,04:43.0,CHO down 22 (98-120),M. Belinelli makes free throw 1 of 2,CHO down 21 (99-120)
720,2/1/17,CHO,@,GSW,4th,07:27.0,CHO down 22 (91-113),J. Lamb makes free throw 2 of 2,CHO down 21 (92-113)
721,2/1/17,CHO,@,GSW,4th,07:27.0,CHO down 22 (91-113),J. Lamb misses free throw 1 of 2,CHO down 22 (91-113)
722,2/1/17,CHO,@,GSW,4th,10:02.0,CHO down 24 (86-110),B. Roberts makes free throw 2 of 2,CHO down 23 (87-110)
723,2/1/17,CHO,@,GSW,4th,10:02.0,CHO down 25 (85-110),B. Roberts makes free throw 1 of 2,CHO down 24 (86-110)
724,2/1/17,CHO,@,GSW,3rd,00:19.0,CHO down 23 (82-105),F. Kaminsky makes free throw 2 of 2,CHO down 22 (83-105)
725,2/1/17,CHO,@,GSW,3rd,00:19.0,CHO down 24 (81-105),F. Kaminsky makes free throw 1 of 2,CHO down 23 (82-105)
726,2/1/17,CHO,@,GSW,3rd,02:15.0,CHO down 25 (75-100),F. Kaminsky makes free throw 2 of 2,CHO down 24 (76-100)
727,2/1/17,CHO,@,GSW,3rd,02:15.0,CHO down 26 (74-100),F. Kaminsky makes free throw 1 of 2,CHO down 25 (75-100)
728,2/1/17,CHO,@,GSW,3rd,11:50.0,CHO down 21 (56-77),N. Batum makes technical free throw,CHO down 20 (57-77)
729,2/1/17,CHO,@,GSW,2nd,02:54.0,CHO down 19 (47-66),K. Walker makes free throw 3 of 3,CHO down 18 (48-66)
730,2/1/17,CHO,@,GSW,2nd,02:54.0,CHO down 20 (46-66),K. Walker makes free throw 2 of 3,CHO down 19 (47-66)
731,2/1/17,CHO,@,GSW,2nd,02:54.0,CHO down 21 (45-66),K. Walker makes free throw 1 of 3,CHO down 20 (46-66)
732,2/1/17,CHO,@,GSW,2nd,05:47.0,CHO down 22 (37-59),N. Batum makes technical free throw,CHO down 21 (38-59)
733,2/1/17,CHO,@,GSW,2nd,08:41.0,CHO down 22 (30-52),M. Belinelli makes free throw 1 of 1,CHO down 21 (31-52)
734,2/1/17,CHO,@,GSW,2nd,11:22.0,CHO down 18 (23-41),R. Sessions makes free throw 2 of 2,CHO down 17 (24-41)
735,2/1/17,CHO,@,GSW,2nd,11:22.0,CHO down 18 (23-41),R. Sessions misses free throw 1 of 2,CHO down 18 (23-41)
736,2/1/17,CHO,@,GSW,1st,03:39.0,CHO down 21 (12-33),K. Walker makes free throw 2 of 2,CHO down 20 (13-33)
737,2/1/17,CHO,@,GSW,1st,03:39.0,CHO down 22 (11-33),K. Walker makes free throw 1 of 2,CHO down 21 (12-33)
738,1/31/17,CHO,@,POR,4th,03:01.0,CHO down 21 (86-107),B. Roberts makes free throw 2 of 2,CHO down 20 (87-107)
739,1/31/17,CHO,@,POR,4th,03:01.0,CHO down 22 (85-107),B. Roberts makes free throw 1 of 2,CHO down 21 (86-107)
740,1/31/17,CHO,@,POR,4th,06:42.0,CHO down 18 (82-100),K. Walker makes free throw 2 of 2,CHO down 17 (83-100)
741,1/31/17,CHO,@,POR,4th,06:42.0,CHO down 19 (81-100),K. Walker makes free throw 1 of 2,CHO down 18 (82-100)
742,1/31/17,CHO,@,POR,4th,07:26.0,CHO down 18 (80-98),F. Kaminsky makes free throw 1 of 1,CHO down 17 (81-98)
743,1/31/17,CHO,@,POR,4th,08:30.0,CHO down 19 (75-94),R. Sessions makes free throw 2 of 2,CHO down 18 (76-94)
744,1/31/17,CHO,@,POR,4th,08:30.0,CHO down 20 (74-94),R. Sessions makes free throw 1 of 2,CHO down 19 (75-94)
745,1/31/17,CHO,@,POR,3rd,02:47.0,CHO down 17 (61-78),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 16 (62-78)
746,1/31/17,CHO,@,POR,3rd,02:47.0,CHO down 18 (60-78),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 17 (61-78)
747,1/31/17,CHO,@,POR,3rd,03:21.0,CHO down 16 (59-75),F. Kaminsky makes free throw 2 of 2,CHO down 15 (60-75)
748,1/31/17,CHO,@,POR,3rd,03:21.0,CHO down 16 (59-75),F. Kaminsky misses free throw 1 of 2,CHO down 16 (59-75)
749,1/31/17,CHO,@,POR,3rd,04:55.0,CHO down 14 (57-71),N. Batum misses technical free throw,CHO down 14 (57-71)
750,1/31/17,CHO,@,POR,3rd,05:20.0,CHO down 15 (56-71),M. Williams makes free throw 2 of 2,CHO down 14 (57-71)
751,1/31/17,CHO,@,POR,3rd,05:20.0,CHO down 16 (55-71),M. Williams makes free throw 1 of 2,CHO down 15 (56-71)
752,1/31/17,CHO,@,POR,2nd,04:38.0,CHO down 8 (38-46),N. Batum misses free throw 3 of 3,CHO down 8 (38-46)
753,1/31/17,CHO,@,POR,2nd,04:38.0,CHO down 9 (37-46),N. Batum makes free throw 2 of 3,CHO down 8 (38-46)
754,1/31/17,CHO,@,POR,2nd,04:38.0,CHO down 10 (36-46),N. Batum makes free throw 1 of 3,CHO down 9 (37-46)
755,1/31/17,CHO,@,POR,2nd,06:22.0,CHO down 11 (33-44),K. Walker makes technical free throw,CHO down 10 (34-44)
756,1/31/17,CHO,@,POR,2nd,07:39.0,CHO down 12 (30-42),M. Williams makes free throw 1 of 1,CHO down 11 (31-42)
757,1/31/17,CHO,@,POR,2nd,09:37.0,CHO down 12 (25-37),R. Sessions makes free throw 2 of 2,CHO down 11 (26-37)
758,1/31/17,CHO,@,POR,2nd,09:37.0,CHO down 13 (24-37),R. Sessions makes free throw 1 of 2,CHO down 12 (25-37)
759,1/31/17,CHO,@,POR,2nd,10:57.0,CHO down 11 (23-34),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 10 (24-34)
760,1/31/17,CHO,@,POR,2nd,10:57.0,CHO down 11 (23-34),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 11 (23-34)
761,1/31/17,CHO,@,POR,1st,00:15.0,CHO down 4 (22-26),R. Sessions makes free throw 2 of 2,CHO down 3 (23-26)
762,1/31/17,CHO,@,POR,1st,00:15.0,CHO down 5 (21-26),R. Sessions makes free throw 1 of 2,CHO down 4 (22-26)
763,1/28/17,CHO,,SAC,4th,03:51.0,CHO down 2 (97-99),M. Williams makes free throw 2 of 2,CHO down 1 (98-99)
764,1/28/17,CHO,,SAC,4th,03:51.0,CHO down 3 (96-99),M. Williams makes free throw 1 of 2,CHO down 2 (97-99)
765,1/28/17,CHO,,SAC,4th,04:13.0,CHO down 4 (95-99),S. Hawes makes free throw 2 of 2,CHO down 3 (96-99)
766,1/28/17,CHO,,SAC,4th,04:13.0,CHO down 5 (94-99),S. Hawes makes free throw 1 of 2,CHO down 4 (95-99)
767,1/28/17,CHO,,SAC,4th,04:47.0,CHO down 4 (93-97),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 3 (94-97)
768,1/28/17,CHO,,SAC,4th,04:47.0,CHO down 5 (92-97),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 4 (93-97)
769,1/28/17,CHO,,SAC,4th,11:03.0,CHO down 8 (78-86),S. Hawes makes free throw 2 of 2,CHO down 7 (79-86)
770,1/28/17,CHO,,SAC,4th,11:03.0,CHO down 9 (77-86),S. Hawes makes free throw 1 of 2,CHO down 8 (78-86)
771,1/28/17,CHO,,SAC,3rd,00:04.0,CHO down 9 (76-85),K. Walker makes free throw 2 of 2,CHO down 8 (77-85)
772,1/28/17,CHO,,SAC,3rd,00:04.0,CHO down 10 (75-85),K. Walker makes free throw 1 of 2,CHO down 9 (76-85)
773,1/28/17,CHO,,SAC,3rd,04:31.0,CHO down 5 (63-68),K. Walker makes free throw 3 of 3,CHO down 4 (64-68)
774,1/28/17,CHO,,SAC,3rd,04:31.0,CHO down 6 (62-68),K. Walker makes free throw 2 of 3,CHO down 5 (63-68)
775,1/28/17,CHO,,SAC,3rd,04:31.0,CHO down 7 (61-68),K. Walker makes free throw 1 of 3,CHO down 6 (62-68)
776,1/28/17,CHO,,SAC,3rd,05:26.0,CHO down 6 (60-66),K. Walker makes free throw 1 of 1,CHO down 5 (61-66)
777,1/28/17,CHO,,SAC,3rd,06:55.0,CHO down 7 (54-61),R. Hibbert makes free throw 2 of 2,CHO down 6 (55-61)
778,1/28/17,CHO,,SAC,3rd,06:55.0,CHO down 8 (53-61),R. Hibbert makes free throw 1 of 2,CHO down 7 (54-61)
779,1/28/17,CHO,,SAC,3rd,09:09.0,CHO down 10 (48-58),K. Walker makes free throw 2 of 2,CHO down 9 (49-58)
780,1/28/17,CHO,,SAC,3rd,09:09.0,CHO down 10 (48-58),K. Walker misses free throw 1 of 2,CHO down 10 (48-58)
781,1/28/17,CHO,,SAC,2nd,03:19.0,CHO down 7 (39-46),N. Batum makes free throw 2 of 2,CHO down 6 (40-46)
782,1/28/17,CHO,,SAC,2nd,03:19.0,CHO down 8 (38-46),N. Batum makes free throw 1 of 2,CHO down 7 (39-46)
783,1/28/17,CHO,,SAC,2nd,05:14.0,CHO down 3 (34-37),M. Kidd-Gilchrist misses free throw 2 of 2,CHO down 3 (34-37)
784,1/28/17,CHO,,SAC,2nd,05:14.0,CHO down 4 (33-37),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 3 (34-37)
785,1/28/17,CHO,,SAC,1st,07:22.0,CHO down 1 (6-7),N. Batum makes free throw 2 of 2,CHO tied (7-7)
786,1/28/17,CHO,,SAC,1st,07:22.0,CHO down 2 (5-7),N. Batum makes free throw 1 of 2,CHO down 1 (6-7)
787,1/27/17,CHO,@,NYK,4th,00:44.0,CHO down 5 (102-107),K. Walker misses free throw 2 of 2,CHO down 5 (102-107)
788,1/27/17,CHO,@,NYK,4th,00:44.0,CHO down 6 (101-107),K. Walker makes free throw 1 of 2,CHO down 5 (102-107)
789,1/27/17,CHO,@,NYK,4th,09:11.0,CHO up 3 (93-90),R. Sessions makes free throw 2 of 2,CHO up 4 (94-90)
790,1/27/17,CHO,@,NYK,4th,09:11.0,CHO up 2 (92-90),R. Sessions makes free throw 1 of 2,CHO up 3 (93-90)
791,1/27/17,CHO,@,NYK,3rd,02:26.0,CHO up 2 (79-77),S. Hawes makes free throw 2 of 2,CHO up 3 (80-77)
792,1/27/17,CHO,@,NYK,3rd,02:26.0,CHO up 1 (78-77),S. Hawes makes free throw 1 of 2,CHO up 2 (79-77)
793,1/27/17,CHO,@,NYK,3rd,02:55.0,CHO up 2 (77-75),S. Hawes makes free throw 2 of 2,CHO up 3 (78-75)
794,1/27/17,CHO,@,NYK,3rd,02:55.0,CHO up 1 (76-75),S. Hawes makes free throw 1 of 2,CHO up 2 (77-75)
795,1/27/17,CHO,@,NYK,3rd,04:19.0,CHO up 6 (75-69),K. Walker makes free throw 1 of 1,CHO up 7 (76-69)
796,1/27/17,CHO,@,NYK,3rd,10:33.0,CHO down 6 (52-58),N. Batum makes free throw 2 of 2,CHO down 5 (53-58)
797,1/27/17,CHO,@,NYK,3rd,10:33.0,CHO down 7 (51-58),N. Batum makes free throw 1 of 2,CHO down 6 (52-58)
798,1/27/17,CHO,@,NYK,2nd,00:28.0,CHO down 4 (50-54),K. Walker makes free throw 1 of 1,CHO down 3 (51-54)
799,1/27/17,CHO,@,NYK,2nd,09:57.0,CHO down 3 (28-31),M. Belinelli makes free throw 1 of 1,CHO down 2 (29-31)
800,1/27/17,CHO,@,NYK,1st,10:14.0,CHO down 1 (1-2),M. Kidd-Gilchrist makes free throw 2 of 2,CHO tied (2-2)
801,1/27/17,CHO,@,NYK,1st,10:14.0,CHO down 2 (0-2),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 1 (1-2)
802,1/25/17,CHO,,GSW,4th,02:53.0,CHO down 4 (100-104),K. Walker makes free throw 1 of 1,CHO down 3 (101-104)
803,1/25/17,CHO,,GSW,4th,07:19.0,CHO up 4 (91-87),M. Belinelli makes free throw 3 of 3,CHO up 5 (92-87)
804,1/25/17,CHO,,GSW,4th,07:19.0,CHO up 3 (90-87),M. Belinelli makes free throw 2 of 3,CHO up 4 (91-87)
805,1/25/17,CHO,,GSW,4th,07:19.0,CHO up 2 (89-87),M. Belinelli makes free throw 1 of 3,CHO up 3 (90-87)
806,1/25/17,CHO,,GSW,4th,08:13.0,CHO up 3 (88-85),M. Belinelli makes free throw 3 of 3,CHO up 4 (89-85)
807,1/25/17,CHO,,GSW,4th,08:13.0,CHO up 2 (87-85),M. Belinelli makes free throw 2 of 3,CHO up 3 (88-85)
808,1/25/17,CHO,,GSW,4th,08:13.0,CHO up 1 (86-85),M. Belinelli makes free throw 1 of 3,CHO up 2 (87-85)
809,1/25/17,CHO,,GSW,4th,08:13.0,CHO tied (85-85),M. Belinelli makes technical free throw,CHO up 1 (86-85)
810,1/25/17,CHO,,GSW,4th,09:14.0,CHO up 1 (84-83),S. Hawes makes free throw 1 of 1,CHO up 2 (85-83)
811,1/25/17,CHO,,GSW,3rd,00:02.0,CHO up 4 (79-75),K. Walker makes free throw 3 of 3,CHO up 5 (80-75)
812,1/25/17,CHO,,GSW,3rd,00:02.0,CHO up 3 (78-75),K. Walker makes free throw 2 of 3,CHO up 4 (79-75)
813,1/25/17,CHO,,GSW,3rd,00:02.0,CHO up 2 (77-75),K. Walker makes free throw 1 of 3,CHO up 3 (78-75)
814,1/25/17,CHO,,GSW,3rd,06:36.0,CHO up 6 (65-59),M. Williams makes free throw 1 of 1,CHO up 7 (66-59)
815,1/25/17,CHO,,GSW,3rd,11:47.0,CHO down 5 (48-53),R. Hibbert makes free throw 2 of 2,CHO down 4 (49-53)
816,1/25/17,CHO,,GSW,3rd,11:47.0,CHO down 6 (47-53),R. Hibbert makes free throw 1 of 2,CHO down 5 (48-53)
817,1/25/17,CHO,,GSW,1st,03:59.0,CHO down 3 (19-22),K. Walker makes free throw 2 of 2,CHO down 2 (20-22)
818,1/25/17,CHO,,GSW,1st,03:59.0,CHO down 4 (18-22),K. Walker makes free throw 1 of 2,CHO down 3 (19-22)
819,1/25/17,CHO,,GSW,1st,06:16.0,CHO down 4 (10-14),N. Batum makes free throw 2 of 2,CHO down 3 (11-14)
820,1/25/17,CHO,,GSW,1st,06:16.0,CHO down 5 (9-14),N. Batum makes free throw 1 of 2,CHO down 4 (10-14)
821,1/25/17,CHO,,GSW,1st,07:00.0,CHO down 7 (7-14),M. Williams misses free throw 1 of 1,CHO down 7 (7-14)
822,1/25/17,CHO,,GSW,1st,11:24.0,CHO up 2 (2-0),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 3 (3-0)
823,1/23/17,CHO,,WAS,4th,00:37.0,CHO down 8 (99-107),K. Walker misses free throw 1 of 1,CHO down 8 (99-107)
824,1/23/17,CHO,,WAS,4th,05:04.0,CHO down 11 (89-100),K. Walker makes free throw 1 of 1,CHO down 10 (90-100)
825,1/23/17,CHO,,WAS,4th,05:47.0,CHO down 13 (86-99),M. Belinelli makes free throw 3 of 3,CHO down 12 (87-99)
826,1/23/17,CHO,,WAS,4th,05:47.0,CHO down 14 (85-99),M. Belinelli makes free throw 2 of 3,CHO down 13 (86-99)
827,1/23/17,CHO,,WAS,4th,05:47.0,CHO down 15 (84-99),M. Belinelli makes free throw 1 of 3,CHO down 14 (85-99)
828,1/23/17,CHO,,WAS,4th,07:31.0,CHO down 13 (81-94),M. Belinelli makes free throw 2 of 2,CHO down 12 (82-94)
829,1/23/17,CHO,,WAS,4th,07:31.0,CHO down 14 (80-94),M. Belinelli makes free throw 1 of 2,CHO down 13 (81-94)
830,1/23/17,CHO,,WAS,4th,11:11.0,CHO down 6 (76-82),R. Hibbert makes free throw 1 of 1,CHO down 5 (77-82)
831,1/23/17,CHO,,WAS,3rd,02:03.0,CHO down 11 (69-80),C. Zeller makes free throw 1 of 1,CHO down 10 (70-80)
832,1/23/17,CHO,,WAS,3rd,06:00.0,CHO down 11 (61-72),M. Williams makes free throw 2 of 2,CHO down 10 (62-72)
833,1/23/17,CHO,,WAS,3rd,06:00.0,CHO down 12 (60-72),M. Williams makes free throw 1 of 2,CHO down 11 (61-72)
834,1/23/17,CHO,,WAS,3rd,06:32.0,CHO down 13 (59-72),K. Walker makes free throw 1 of 1,CHO down 12 (60-72)
835,1/23/17,CHO,,WAS,2nd,01:19.0,CHO down 11 (44-55),C. Zeller makes free throw 2 of 2,CHO down 10 (45-55)
836,1/23/17,CHO,,WAS,2nd,01:19.0,CHO down 12 (43-55),C. Zeller makes free throw 1 of 2,CHO down 11 (44-55)
837,1/23/17,CHO,,WAS,2nd,06:27.0,CHO down 7 (34-41),K. Walker makes free throw 2 of 2,CHO down 6 (35-41)
838,1/23/17,CHO,,WAS,2nd,06:27.0,CHO down 7 (34-41),K. Walker misses free throw 1 of 2,CHO down 7 (34-41)
839,1/23/17,CHO,,WAS,2nd,07:02.0,CHO down 6 (33-39),R. Sessions makes free throw 2 of 2,CHO down 5 (34-39)
840,1/23/17,CHO,,WAS,2nd,07:02.0,CHO down 7 (32-39),R. Sessions makes free throw 1 of 2,CHO down 6 (33-39)
841,1/23/17,CHO,,WAS,1st,01:13.0,CHO down 4 (21-25),M. Belinelli makes free throw 2 of 2,CHO down 3 (22-25)
842,1/23/17,CHO,,WAS,1st,01:13.0,CHO down 4 (21-25),M. Belinelli misses free throw 1 of 2,CHO down 4 (21-25)
843,1/23/17,CHO,,WAS,1st,01:34.0,CHO down 5 (20-25),C. Zeller makes free throw 2 of 2,CHO down 4 (21-25)
844,1/23/17,CHO,,WAS,1st,01:34.0,CHO down 6 (19-25),C. Zeller makes free throw 1 of 2,CHO down 5 (20-25)
845,1/23/17,CHO,,WAS,1st,08:15.0,CHO down 2 (7-9),K. Walker makes free throw 2 of 2,CHO down 1 (8-9)
846,1/23/17,CHO,,WAS,1st,08:15.0,CHO down 3 (6-9),K. Walker makes free throw 1 of 2,CHO down 2 (7-9)
847,1/23/17,CHO,,WAS,1st,10:31.0,CHO up 4 (6-2),M. Kidd-Gilchrist misses free throw 1 of 1,CHO up 4 (6-2)
848,1/21/17,CHO,,BRK,4th,00:21.0,CHO up 6 (111-105),M. Belinelli makes free throw 2 of 2,CHO up 7 (112-105)
849,1/21/17,CHO,,BRK,4th,00:21.0,CHO up 5 (110-105),M. Belinelli makes free throw 1 of 2,CHO up 6 (111-105)
850,1/21/17,CHO,,BRK,4th,00:39.0,CHO up 7 (110-103),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 7 (110-103)
851,1/21/17,CHO,,BRK,4th,00:39.0,CHO up 6 (109-103),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 7 (110-103)
852,1/21/17,CHO,,BRK,4th,03:21.0,CHO up 2 (100-98),N. Batum makes free throw 1 of 1,CHO up 3 (101-98)
853,1/21/17,CHO,,BRK,4th,09:39.0,CHO down 1 (88-89),R. Sessions makes free throw 2 of 2,CHO tied (89-89)
854,1/21/17,CHO,,BRK,4th,09:39.0,CHO down 2 (87-89),R. Sessions makes free throw 1 of 2,CHO down 1 (88-89)
855,1/21/17,CHO,,BRK,3rd,00:06.0,CHO down 1 (80-81),R. Sessions makes free throw 2 of 2,CHO tied (81-81)
856,1/21/17,CHO,,BRK,3rd,00:06.0,CHO down 2 (79-81),R. Sessions makes free throw 1 of 2,CHO down 1 (80-81)
857,1/21/17,CHO,,BRK,3rd,01:27.0,CHO up 3 (78-75),R. Sessions makes free throw 2 of 2,CHO up 4 (79-75)
858,1/21/17,CHO,,BRK,3rd,01:27.0,CHO up 2 (77-75),R. Sessions makes free throw 1 of 2,CHO up 3 (78-75)
859,1/21/17,CHO,,BRK,3rd,02:05.0,CHO up 4 (76-72),R. Sessions makes free throw 2 of 2,CHO up 5 (77-72)
860,1/21/17,CHO,,BRK,3rd,02:05.0,CHO up 3 (75-72),R. Sessions makes free throw 1 of 2,CHO up 4 (76-72)
861,1/21/17,CHO,,BRK,3rd,09:09.0,CHO up 9 (63-54),M. Williams makes free throw 2 of 2,CHO up 10 (64-54)
862,1/21/17,CHO,,BRK,3rd,09:09.0,CHO up 8 (62-54),M. Williams makes free throw 1 of 2,CHO up 9 (63-54)
863,1/21/17,CHO,,BRK,2nd,02:56.0,CHO up 9 (51-42),K. Walker misses free throw 3 of 3,CHO up 9 (51-42)
864,1/21/17,CHO,,BRK,2nd,02:56.0,CHO up 8 (50-42),K. Walker makes free throw 2 of 3,CHO up 9 (51-42)
865,1/21/17,CHO,,BRK,2nd,02:56.0,CHO up 7 (49-42),K. Walker makes free throw 1 of 3,CHO up 8 (50-42)
866,1/21/17,CHO,,BRK,1st,03:06.0,CHO up 13 (20-7),C. Zeller makes free throw 2 of 2,CHO up 14 (21-7)
867,1/21/17,CHO,,BRK,1st,03:06.0,CHO up 12 (19-7),C. Zeller makes free throw 1 of 2,CHO up 13 (20-7)
868,1/21/17,CHO,,BRK,1st,04:23.0,CHO up 11 (15-4),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 12 (16-4)
869,1/21/17,CHO,,BRK,1st,04:23.0,CHO up 10 (14-4),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 11 (15-4)
870,1/20/17,CHO,,TOR,4th,02:51.0,CHO up 32 (108-76),B. Roberts makes free throw 2 of 2,CHO up 33 (109-76)
871,1/20/17,CHO,,TOR,4th,02:51.0,CHO up 32 (108-76),B. Roberts misses free throw 1 of 2,CHO up 32 (108-76)
872,1/20/17,CHO,,TOR,4th,05:29.0,CHO up 31 (105-74),N. Batum makes flagrant free throw 2 of 2,CHO up 32 (106-74)
873,1/20/17,CHO,,TOR,4th,05:29.0,CHO up 30 (104-74),N. Batum makes flagrant free throw 1 of 2,CHO up 31 (105-74)
874,1/20/17,CHO,,TOR,4th,06:33.0,CHO up 30 (101-71),F. Kaminsky makes free throw 2 of 2,CHO up 31 (102-71)
875,1/20/17,CHO,,TOR,4th,06:33.0,CHO up 29 (100-71),F. Kaminsky makes free throw 1 of 2,CHO up 30 (101-71)
876,1/20/17,CHO,,TOR,4th,08:17.0,CHO up 29 (97-68),M. Belinelli makes free throw 2 of 2,CHO up 30 (98-68)
877,1/20/17,CHO,,TOR,4th,08:17.0,CHO up 28 (96-68),M. Belinelli makes free throw 1 of 2,CHO up 29 (97-68)
878,1/20/17,CHO,,TOR,3rd,00:03.0,CHO up 24 (87-63),K. Walker makes free throw 1 of 1,CHO up 25 (88-63)
879,1/20/17,CHO,,TOR,3rd,05:20.0,CHO up 14 (73-59),K. Walker makes free throw 2 of 2,CHO up 15 (74-59)
880,1/20/17,CHO,,TOR,3rd,05:20.0,CHO up 13 (72-59),K. Walker makes free throw 1 of 2,CHO up 14 (73-59)
881,1/20/17,CHO,,TOR,3rd,06:17.0,CHO up 12 (69-57),C. Zeller misses free throw 2 of 2,CHO up 12 (69-57)
882,1/20/17,CHO,,TOR,3rd,06:17.0,CHO up 11 (68-57),C. Zeller makes free throw 1 of 2,CHO up 12 (69-57)
883,1/20/17,CHO,,TOR,2nd,01:32.0,CHO up 3 (47-44),N. Batum makes technical free throw,CHO up 4 (48-44)
884,1/20/17,CHO,,TOR,2nd,01:38.0,CHO up 2 (46-44),C. Zeller makes free throw 2 of 2,CHO up 3 (47-44)
885,1/20/17,CHO,,TOR,2nd,01:38.0,CHO up 1 (45-44),C. Zeller makes free throw 1 of 2,CHO up 2 (46-44)
886,1/20/17,CHO,,TOR,2nd,06:33.0,CHO up 3 (33-30),M. Williams makes free throw 2 of 2,CHO up 4 (34-30)
887,1/20/17,CHO,,TOR,2nd,06:33.0,CHO up 2 (32-30),M. Williams makes free throw 1 of 2,CHO up 3 (33-30)
888,1/20/17,CHO,,TOR,2nd,06:48.0,CHO up 1 (31-30),N. Batum makes free throw 2 of 2,CHO up 2 (32-30)
889,1/20/17,CHO,,TOR,2nd,06:48.0,CHO up 1 (31-30),N. Batum misses free throw 1 of 2,CHO up 1 (31-30)
890,1/20/17,CHO,,TOR,2nd,11:47.0,CHO up 10 (28-18),R. Sessions makes free throw 1 of 1,CHO up 11 (29-18)
891,1/20/17,CHO,,TOR,1st,05:33.0,CHO up 8 (18-10),F. Kaminsky makes free throw 2 of 2,CHO up 9 (19-10)
892,1/20/17,CHO,,TOR,1st,05:33.0,CHO up 7 (17-10),F. Kaminsky makes free throw 1 of 2,CHO up 8 (18-10)
893,1/20/17,CHO,,TOR,1st,06:08.0,CHO up 4 (14-10),K. Walker makes free throw 2 of 2,CHO up 5 (15-10)
